From,To,Hour,Fuel,Value,Technology
FR,DE,48,Heat,0.0,Import
FR,FR,48,Heat,0.0,Import
FR,NO,48,Heat,0.0,Import
FR,DK,48,Heat,0.0,Import
FR,UK,48,Heat,0.0,Import
NO,DE,48,Heat,0.0,Import
NO,FR,48,Heat,0.0,Import
NO,NO,48,Heat,0.0,Import
NO,DK,48,Heat,0.0,Import
NO,UK,48,Heat,0.0,Import
DK,DE,48,Heat,0.0,Import
DK,FR,48,Heat,0.0,Import
DK,NO,48,Heat,0.0,Import
DK,DK,48,Heat,0.0,Import
DK,UK,48,Heat,0.0,Import
UK,DE,48,Heat,0.0,Import
UK,FR,48,Heat,0.0,Import
UK,NO,48,Heat,0.0,Import
UK,DK,48,Heat,0.0,Import
UK,UK,48,Heat,0.0,Import
DE,DE,49,Heat,0.0,Import
DE,FR,49,Heat,0.0,Import
DE,NO,49,Heat,0.0,Import
DE,DK,49,Heat,0.0,Import
DE,UK,49,Heat,0.0,Import
FR,DE,49,Heat,0.0,Import
FR,FR,49,Heat,0.0,Import
FR,NO,49,Heat,0.0,Import
FR,DK,49,Heat,0.0,Import
FR,UK,49,Heat,0.0,Import
NO,DE,49,Heat,0.0,Import
NO,FR,49,Heat,0.0,Import
NO,NO,49,Heat,0.0,Import
NO,DK,49,Heat,0.0,Import
NO,UK,49,Heat,0.0,Import
DK,DE,49,Heat,0.0,Import
DK,FR,49,Heat,0.0,Import
DK,NO,49,Heat,0.0,Import
DK,DK,49,Heat,0.0,Import
DK,UK,49,Heat,0.0,Import
UK,DE,49,Heat,0.0,Import
UK,FR,49,Heat,0.0,Import
UK,NO,49,Heat,0.0,Import
UK,DK,49,Heat,0.0,Import
UK,UK,49,Heat,0.0,Import
DE,DE,50,Heat,0.0,Import
DE,FR,50,Heat,-0.0,Import
DE,NO,50,Heat,-0.0,Import
DE,DK,50,Heat,-0.0,Import
DE,UK,50,Heat,-0.0,Import
FR,DE,50,Heat,0.0,Import
FR,FR,50,Heat,0.0,Import
FR,NO,50,Heat,0.0,Import
FR,DK,50,Heat,0.0,Import
FR,UK,50,Heat,0.0,Import
NO,DE,50,Heat,0.0,Import
NO,FR,50,Heat,0.0,Import
NO,NO,50,Heat,0.0,Import
NO,DK,50,Heat,0.0,Import
NO,UK,50,Heat,0.0,Import
DK,DE,50,Heat,0.0,Import
DK,FR,50,Heat,-0.0,Import
DK,NO,50,Heat,-0.0,Import
DK,DK,50,Heat,0.0,Import
DK,UK,50,Heat,-0.0,Import
UK,DE,50,Heat,0.0,Import
UK,FR,50,Heat,0.0,Import
UK,NO,50,Heat,0.0,Import
UK,DK,50,Heat,0.0,Import
UK,UK,50,Heat,0.0,Import
DE,DE,51,Heat,0.0,Import
DE,FR,51,Heat,0.0,Import
DE,NO,51,Heat,-0.0,Import
DE,DK,51,Heat,-0.0,Import
DE,UK,51,Heat,-0.0,Import
FR,DE,51,Heat,-0.0,Import
FR,FR,51,Heat,0.0,Import
FR,NO,51,Heat,-0.0,Import
FR,DK,51,Heat,-0.0,Import
FR,UK,51,Heat,-0.0,Import
NO,DE,51,Heat,0.0,Import
NO,FR,51,Heat,0.0,Import
NO,NO,51,Heat,0.0,Import
NO,DK,51,Heat,0.0,Import
NO,UK,51,Heat,0.0,Import
DK,DE,51,Heat,0.0,Import
DK,FR,51,Heat,0.0,Import
DK,NO,51,Heat,-0.0,Import
DK,DK,51,Heat,0.0,Import
DK,UK,51,Heat,-0.0,Import
UK,DE,51,Heat,0.0,Import
UK,FR,51,Heat,0.0,Import
UK,NO,51,Heat,0.0,Import
UK,DK,51,Heat,0.0,Import
UK,UK,51,Heat,0.0,Import
DE,DE,52,Heat,0.0,Import
DE,FR,52,Heat,0.0,Import
DE,NO,52,Heat,-0.0,Import
DE,DK,52,Heat,-0.0,Import
DE,UK,52,Heat,0.0,Import
FR,DE,52,Heat,-0.0,Import
FR,FR,52,Heat,0.0,Import
FR,NO,52,Heat,-0.0,Import
FR,DK,52,Heat,-0.0,Import
FR,UK,52,Heat,-0.0,Import
NO,DE,52,Heat,0.0,Import
NO,FR,52,Heat,0.0,Import
NO,NO,52,Heat,0.0,Import
NO,DK,52,Heat,0.0,Import
NO,UK,52,Heat,0.0,Import
DK,DE,52,Heat,0.0,Import
DK,FR,52,Heat,0.0,Import
DK,NO,52,Heat,-0.0,Import
DK,DK,52,Heat,0.0,Import
DK,UK,52,Heat,0.0,Import
UK,DE,52,Heat,0.0,Import
UK,FR,52,Heat,0.0,Import
UK,NO,52,Heat,-0.0,Import
UK,DK,52,Heat,0.0,Import
UK,UK,52,Heat,0.0,Import
DE,DE,53,Heat,0.0,Import
DE,FR,53,Heat,0.0,Import
DE,NO,53,Heat,-0.0,Import
DE,DK,53,Heat,-0.0,Import
DE,UK,53,Heat,0.0,Import
FR,DE,53,Heat,-0.0,Import
FR,FR,53,Heat,0.0,Import
FR,NO,53,Heat,-0.0,Import
FR,DK,53,Heat,-0.0,Import
FR,UK,53,Heat,-0.0,Import
NO,DE,53,Heat,0.0,Import
NO,FR,53,Heat,0.0,Import
NO,NO,53,Heat,0.0,Import
NO,DK,53,Heat,0.0,Import
NO,UK,53,Heat,0.0,Import
DK,DE,53,Heat,0.0,Import
DK,FR,53,Heat,0.0,Import
DK,NO,53,Heat,-0.0,Import
DK,DK,53,Heat,0.0,Import
DK,UK,53,Heat,0.0,Import
UK,DE,53,Heat,0.0,Import
UK,FR,53,Heat,0.0,Import
UK,NO,53,Heat,-0.0,Import
UK,DK,53,Heat,0.0,Import
UK,UK,53,Heat,0.0,Import
DE,DE,54,Heat,0.0,Import
DE,FR,54,Heat,0.0,Import
DE,NO,54,Heat,-0.0,Import
DE,DK,54,Heat,-0.0,Import
DE,UK,54,Heat,0.0,Import
FR,DE,54,Heat,-0.0,Import
FR,FR,54,Heat,0.0,Import
FR,NO,54,Heat,-0.0,Import
FR,DK,54,Heat,-0.0,Import
FR,UK,54,Heat,-0.0,Import
NO,DE,54,Heat,0.0,Import
NO,FR,54,Heat,0.0,Import
NO,NO,54,Heat,0.0,Import
NO,DK,54,Heat,0.0,Import
NO,UK,54,Heat,0.0,Import
DK,DE,54,Heat,0.0,Import
DK,FR,54,Heat,0.0,Import
DK,NO,54,Heat,-0.0,Import
DK,DK,54,Heat,0.0,Import
DK,UK,54,Heat,0.0,Import
UK,DE,54,Heat,0.0,Import
UK,FR,54,Heat,0.0,Import
UK,NO,54,Heat,-0.0,Import
UK,DK,54,Heat,0.0,Import
UK,UK,54,Heat,0.0,Import
DE,DE,55,Heat,0.0,Import
DE,FR,55,Heat,0.0,Import
DE,NO,55,Heat,-0.0,Import
DE,DK,55,Heat,-0.0,Import
DE,UK,55,Heat,0.0,Import
FR,DE,55,Heat,-0.0,Import
FR,FR,55,Heat,0.0,Import
FR,NO,55,Heat,-0.0,Import
FR,DK,55,Heat,-0.0,Import
FR,UK,55,Heat,-0.0,Import
NO,DE,55,Heat,0.0,Import
NO,FR,55,Heat,0.0,Import
NO,NO,55,Heat,0.0,Import
NO,DK,55,Heat,0.0,Import
NO,UK,55,Heat,0.0,Import
DK,DE,55,Heat,0.0,Import
DK,FR,55,Heat,0.0,Import
DK,NO,55,Heat,-0.0,Import
DK,DK,55,Heat,0.0,Import
DK,UK,55,Heat,0.0,Import
UK,DE,55,Heat,0.0,Import
UK,FR,55,Heat,0.0,Import
UK,NO,55,Heat,-0.0,Import
UK,DK,55,Heat,0.0,Import
UK,UK,55,Heat,0.0,Import
DE,DE,56,Heat,0.0,Import
DE,FR,56,Heat,0.0,Import
DE,NO,56,Heat,-0.0,Import
DE,DK,56,Heat,-0.0,Import
DE,UK,56,Heat,0.0,Import
FR,DE,56,Heat,-0.0,Import
FR,FR,56,Heat,0.0,Import
FR,NO,56,Heat,-0.0,Import
FR,DK,56,Heat,-0.0,Import
FR,UK,56,Heat,-0.0,Import
NO,DE,56,Heat,0.0,Import
NO,FR,56,Heat,0.0,Import
NO,NO,56,Heat,0.0,Import
NO,DK,56,Heat,0.0,Import
NO,UK,56,Heat,0.0,Import
DK,DE,56,Heat,0.0,Import
DK,FR,56,Heat,0.0,Import
DK,NO,56,Heat,-0.0,Import
DK,DK,56,Heat,0.0,Import
DK,UK,56,Heat,0.0,Import
UK,DE,56,Heat,0.0,Import
UK,FR,56,Heat,0.0,Import
UK,NO,56,Heat,-0.0,Import
UK,DK,56,Heat,0.0,Import
UK,UK,56,Heat,0.0,Import
DE,DE,57,Heat,0.0,Import
DE,FR,57,Heat,0.0,Import
DE,NO,57,Heat,-0.0,Import
DE,DK,57,Heat,-0.0,Import
DE,UK,57,Heat,0.0,Import
FR,DE,57,Heat,-0.0,Import
FR,FR,57,Heat,0.0,Import
FR,NO,57,Heat,-0.0,Import
FR,DK,57,Heat,-0.0,Import
FR,UK,57,Heat,-0.0,Import
NO,DE,57,Heat,0.0,Import
NO,FR,57,Heat,0.0,Import
NO,NO,57,Heat,0.0,Import
NO,DK,57,Heat,0.0,Import
NO,UK,57,Heat,0.0,Import
DK,DE,57,Heat,0.0,Import
DK,FR,57,Heat,0.0,Import
DK,NO,57,Heat,-0.0,Import
DK,DK,57,Heat,0.0,Import
DK,UK,57,Heat,0.0,Import
UK,DE,57,Heat,0.0,Import
UK,FR,57,Heat,0.0,Import
UK,NO,57,Heat,-0.0,Import
UK,DK,57,Heat,0.0,Import
UK,UK,57,Heat,0.0,Import
DE,DE,58,Heat,0.0,Import
DE,FR,58,Heat,0.0,Import
DE,NO,58,Heat,-0.0,Import
DE,DK,58,Heat,0.0,Import
DE,UK,58,Heat,0.0,Import
FR,DE,58,Heat,-0.0,Import
FR,FR,58,Heat,0.0,Import
FR,NO,58,Heat,-0.0,Import
FR,DK,58,Heat,-0.0,Import
FR,UK,58,Heat,-0.0,Import
NO,DE,58,Heat,0.0,Import
NO,FR,58,Heat,0.0,Import
NO,NO,58,Heat,0.0,Import
NO,DK,58,Heat,0.0,Import
NO,UK,58,Heat,0.0,Import
DK,DE,58,Heat,0.0,Import
DK,FR,58,Heat,0.0,Import
DK,NO,58,Heat,-0.0,Import
DK,DK,58,Heat,0.0,Import
DK,UK,58,Heat,0.0,Import
UK,DE,58,Heat,0.0,Import
UK,FR,58,Heat,0.0,Import
UK,NO,58,Heat,-0.0,Import
UK,DK,58,Heat,0.0,Import
UK,UK,58,Heat,0.0,Import
DE,DE,59,Heat,0.0,Import
DE,FR,59,Heat,0.0,Import
DE,NO,59,Heat,0.0,Import
DE,DK,59,Heat,0.0,Import
DE,UK,59,Heat,0.0,Import
FR,DE,59,Heat,-0.0,Import
FR,FR,59,Heat,0.0,Import
FR,NO,59,Heat,-0.0,Import
FR,DK,59,Heat,-0.0,Import
FR,UK,59,Heat,-0.0,Import
NO,DE,59,Heat,0.0,Import
NO,FR,59,Heat,0.0,Import
NO,NO,59,Heat,0.0,Import
NO,DK,59,Heat,0.0,Import
NO,UK,59,Heat,0.0,Import
DK,DE,59,Heat,-0.0,Import
DK,FR,59,Heat,0.0,Import
DK,NO,59,Heat,-0.0,Import
DK,DK,59,Heat,0.0,Import
DK,UK,59,Heat,0.0,Import
UK,DE,59,Heat,-0.0,Import
UK,FR,59,Heat,0.0,Import
UK,NO,59,Heat,-0.0,Import
UK,DK,59,Heat,0.0,Import
UK,UK,59,Heat,0.0,Import
DE,DE,60,Heat,0.0,Import
DE,FR,60,Heat,0.0,Import
DE,NO,60,Heat,0.0,Import
DE,DK,60,Heat,0.0,Import
DE,UK,60,Heat,0.0,Import
FR,DE,60,Heat,0.0,Import
FR,FR,60,Heat,0.0,Import
FR,NO,60,Heat,0.0,Import
FR,DK,60,Heat,0.0,Import
FR,UK,60,Heat,0.0,Import
NO,DE,60,Heat,0.0,Import
NO,FR,60,Heat,0.0,Import
NO,NO,60,Heat,0.0,Import
NO,DK,60,Heat,0.0,Import
NO,UK,60,Heat,0.0,Import
DK,DE,60,Heat,0.0,Import
DK,FR,60,Heat,0.0,Import
DK,NO,60,Heat,0.0,Import
DK,DK,60,Heat,0.0,Import
DK,UK,60,Heat,0.0,Import
UK,DE,60,Heat,0.0,Import
UK,FR,60,Heat,0.0,Import
UK,NO,60,Heat,0.0,Import
UK,DK,60,Heat,0.0,Import
UK,UK,60,Heat,0.0,Import
DE,DE,61,Heat,0.0,Import
DE,FR,61,Heat,0.0,Import
DE,NO,61,Heat,0.0,Import
DE,DK,61,Heat,0.0,Import
DE,UK,61,Heat,0.0,Import
FR,DE,61,Heat,0.0,Import
FR,FR,61,Heat,0.0,Import
FR,NO,61,Heat,0.0,Import
FR,DK,61,Heat,0.0,Import
FR,UK,61,Heat,0.0,Import
NO,DE,61,Heat,0.0,Import
NO,FR,61,Heat,0.0,Import
NO,NO,61,Heat,0.0,Import
NO,DK,61,Heat,0.0,Import
NO,UK,61,Heat,0.0,Import
DK,DE,61,Heat,0.0,Import
DK,FR,61,Heat,0.0,Import
DK,NO,61,Heat,0.0,Import
DK,DK,61,Heat,0.0,Import
DK,UK,61,Heat,0.0,Import
UK,DE,61,Heat,0.0,Import
UK,FR,61,Heat,0.0,Import
UK,NO,61,Heat,0.0,Import
UK,DK,61,Heat,0.0,Import
UK,UK,61,Heat,0.0,Import
DE,DE,62,Heat,0.0,Import
DE,FR,62,Heat,0.0,Import
DE,NO,62,Heat,0.0,Import
DE,DK,62,Heat,0.0,Import
DE,UK,62,Heat,0.0,Import
FR,DE,62,Heat,0.0,Import
FR,FR,62,Heat,0.0,Import
FR,NO,62,Heat,0.0,Import
FR,DK,62,Heat,0.0,Import
FR,UK,62,Heat,0.0,Import
NO,DE,62,Heat,0.0,Import
NO,FR,62,Heat,0.0,Import
NO,NO,62,Heat,0.0,Import
NO,DK,62,Heat,0.0,Import
NO,UK,62,Heat,0.0,Import
DK,DE,62,Heat,0.0,Import
DK,FR,62,Heat,0.0,Import
DK,NO,62,Heat,0.0,Import
DK,DK,62,Heat,0.0,Import
DK,UK,62,Heat,0.0,Import
UK,DE,62,Heat,0.0,Import
UK,FR,62,Heat,0.0,Import
UK,NO,62,Heat,0.0,Import
UK,DK,62,Heat,0.0,Import
UK,UK,62,Heat,0.0,Import
DE,DE,63,Heat,0.0,Import
DE,FR,63,Heat,0.0,Import
DE,NO,63,Heat,0.0,Import
DE,DK,63,Heat,0.0,Import
DE,UK,63,Heat,0.0,Import
FR,DE,63,Heat,0.0,Import
FR,FR,63,Heat,0.0,Import
FR,NO,63,Heat,0.0,Import
FR,DK,63,Heat,0.0,Import
FR,UK,63,Heat,0.0,Import
NO,DE,63,Heat,0.0,Import
NO,FR,63,Heat,0.0,Import
NO,NO,63,Heat,0.0,Import
NO,DK,63,Heat,0.0,Import
NO,UK,63,Heat,0.0,Import
DK,DE,63,Heat,0.0,Import
DK,FR,63,Heat,0.0,Import
DK,NO,63,Heat,0.0,Import
DK,DK,63,Heat,0.0,Import
DK,UK,63,Heat,0.0,Import
UK,DE,63,Heat,0.0,Import
UK,FR,63,Heat,0.0,Import
UK,NO,63,Heat,0.0,Import
UK,DK,63,Heat,0.0,Import
UK,UK,63,Heat,0.0,Import
DE,DE,64,Heat,0.0,Import
DE,FR,64,Heat,0.0,Import
DE,NO,64,Heat,0.0,Import
DE,DK,64,Heat,0.0,Import
DE,UK,64,Heat,0.0,Import
FR,DE,64,Heat,0.0,Import
FR,FR,64,Heat,0.0,Import
FR,NO,64,Heat,0.0,Import
FR,DK,64,Heat,0.0,Import
FR,UK,64,Heat,0.0,Import
NO,DE,64,Heat,0.0,Import
NO,FR,64,Heat,0.0,Import
NO,NO,64,Heat,0.0,Import
NO,DK,64,Heat,0.0,Import
NO,UK,64,Heat,0.0,Import
DK,DE,64,Heat,0.0,Import
DK,FR,64,Heat,0.0,Import
DK,NO,64,Heat,0.0,Import
DK,DK,64,Heat,0.0,Import
DK,UK,64,Heat,0.0,Import
UK,DE,64,Heat,0.0,Import
UK,FR,64,Heat,0.0,Import
UK,NO,64,Heat,0.0,Import
UK,DK,64,Heat,0.0,Import
UK,UK,64,Heat,0.0,Import
DE,DE,65,Heat,0.0,Import
DE,FR,65,Heat,0.0,Import
DE,NO,65,Heat,0.0,Import
DE,DK,65,Heat,0.0,Import
DE,UK,65,Heat,0.0,Import
FR,DE,65,Heat,0.0,Import
FR,FR,65,Heat,0.0,Import
FR,NO,65,Heat,0.0,Import
FR,DK,65,Heat,0.0,Import
FR,UK,65,Heat,0.0,Import
NO,DE,65,Heat,0.0,Import
NO,FR,65,Heat,0.0,Import
NO,NO,65,Heat,0.0,Import
NO,DK,65,Heat,0.0,Import
NO,UK,65,Heat,0.0,Import
DK,DE,65,Heat,0.0,Import
DK,FR,65,Heat,0.0,Import
DK,NO,65,Heat,0.0,Import
DK,DK,65,Heat,0.0,Import
DK,UK,65,Heat,0.0,Import
UK,DE,65,Heat,0.0,Import
UK,FR,65,Heat,0.0,Import
UK,NO,65,Heat,0.0,Import
UK,DK,65,Heat,0.0,Import
UK,UK,65,Heat,0.0,Import
DE,DE,66,Heat,0.0,Import
DE,FR,66,Heat,0.0,Import
DE,NO,66,Heat,0.0,Import
DE,DK,66,Heat,0.0,Import
DE,UK,66,Heat,0.0,Import
FR,DE,66,Heat,0.0,Import
FR,FR,66,Heat,0.0,Import
FR,NO,66,Heat,0.0,Import
FR,DK,66,Heat,0.0,Import
FR,UK,66,Heat,0.0,Import
NO,DE,66,Heat,0.0,Import
NO,FR,66,Heat,0.0,Import
NO,NO,66,Heat,0.0,Import
NO,DK,66,Heat,0.0,Import
NO,UK,66,Heat,0.0,Import
DK,DE,66,Heat,0.0,Import
DK,FR,66,Heat,0.0,Import
DK,NO,66,Heat,0.0,Import
DK,DK,66,Heat,0.0,Import
DK,UK,66,Heat,0.0,Import
UK,DE,66,Heat,0.0,Import
UK,FR,66,Heat,0.0,Import
UK,NO,66,Heat,0.0,Import
UK,DK,66,Heat,0.0,Import
UK,UK,66,Heat,0.0,Import
DE,DE,67,Heat,0.0,Import
DE,FR,67,Heat,0.0,Import
DE,NO,67,Heat,0.0,Import
DE,DK,67,Heat,0.0,Import
DE,UK,67,Heat,0.0,Import
FR,DE,67,Heat,0.0,Import
FR,FR,67,Heat,0.0,Import
FR,NO,67,Heat,0.0,Import
FR,DK,67,Heat,0.0,Import
FR,UK,67,Heat,0.0,Import
NO,DE,67,Heat,0.0,Import
NO,FR,67,Heat,0.0,Import
NO,NO,67,Heat,0.0,Import
NO,DK,67,Heat,0.0,Import
NO,UK,67,Heat,0.0,Import
DK,DE,67,Heat,0.0,Import
DK,FR,67,Heat,0.0,Import
DK,NO,67,Heat,0.0,Import
DK,DK,67,Heat,0.0,Import
DK,UK,67,Heat,0.0,Import
UK,DE,67,Heat,0.0,Import
UK,FR,67,Heat,0.0,Import
UK,NO,67,Heat,0.0,Import
UK,DK,67,Heat,0.0,Import
UK,UK,67,Heat,0.0,Import
DE,DE,68,Heat,0.0,Import
DE,FR,68,Heat,0.0,Import
DE,NO,68,Heat,0.0,Import
DE,DK,68,Heat,0.0,Import
DE,UK,68,Heat,0.0,Import
FR,DE,68,Heat,0.0,Import
FR,FR,68,Heat,0.0,Import
FR,NO,68,Heat,0.0,Import
FR,DK,68,Heat,0.0,Import
FR,UK,68,Heat,0.0,Import
NO,DE,68,Heat,0.0,Import
NO,FR,68,Heat,0.0,Import
NO,NO,68,Heat,0.0,Import
NO,DK,68,Heat,0.0,Import
NO,UK,68,Heat,0.0,Import
DK,DE,68,Heat,0.0,Import
DK,FR,68,Heat,0.0,Import
DK,NO,68,Heat,0.0,Import
DK,DK,68,Heat,0.0,Import
DK,UK,68,Heat,0.0,Import
UK,DE,68,Heat,0.0,Import
UK,FR,68,Heat,0.0,Import
UK,NO,68,Heat,0.0,Import
UK,DK,68,Heat,0.0,Import
UK,UK,68,Heat,0.0,Import
DE,DE,69,Heat,0.0,Import
DE,FR,69,Heat,0.0,Import
DE,NO,69,Heat,0.0,Import
DE,DK,69,Heat,0.0,Import
DE,UK,69,Heat,0.0,Import
FR,DE,69,Heat,0.0,Import
FR,FR,69,Heat,0.0,Import
FR,NO,69,Heat,0.0,Import
FR,DK,69,Heat,0.0,Import
FR,UK,69,Heat,0.0,Import
NO,DE,69,Heat,0.0,Import
NO,FR,69,Heat,0.0,Import
NO,NO,69,Heat,0.0,Import
NO,DK,69,Heat,0.0,Import
NO,UK,69,Heat,0.0,Import
DK,DE,69,Heat,0.0,Import
DK,FR,69,Heat,0.0,Import
DK,NO,69,Heat,0.0,Import
DK,DK,69,Heat,0.0,Import
DK,UK,69,Heat,0.0,Import
UK,DE,69,Heat,0.0,Import
UK,FR,69,Heat,0.0,Import
UK,NO,69,Heat,0.0,Import
UK,DK,69,Heat,0.0,Import
UK,UK,69,Heat,0.0,Import
DE,DE,70,Heat,0.0,Import
DE,FR,70,Heat,0.0,Import
DE,NO,70,Heat,0.0,Import
DE,DK,70,Heat,0.0,Import
DE,UK,70,Heat,0.0,Import
FR,DE,70,Heat,0.0,Import
FR,FR,70,Heat,0.0,Import
FR,NO,70,Heat,0.0,Import
FR,DK,70,Heat,0.0,Import
FR,UK,70,Heat,0.0,Import
NO,DE,70,Heat,0.0,Import
NO,FR,70,Heat,0.0,Import
NO,NO,70,Heat,0.0,Import
NO,DK,70,Heat,0.0,Import
NO,UK,70,Heat,0.0,Import
DK,DE,70,Heat,0.0,Import
DK,FR,70,Heat,0.0,Import
DK,NO,70,Heat,0.0,Import
DK,DK,70,Heat,0.0,Import
DK,UK,70,Heat,0.0,Import
UK,DE,70,Heat,0.0,Import
UK,FR,70,Heat,0.0,Import
UK,NO,70,Heat,0.0,Import
UK,DK,70,Heat,0.0,Import
UK,UK,70,Heat,0.0,Import
DE,DE,71,Heat,0.0,Import
DE,FR,71,Heat,0.0,Import
DE,NO,71,Heat,0.0,Import
DE,DK,71,Heat,0.0,Import
DE,UK,71,Heat,0.0,Import
FR,DE,71,Heat,0.0,Import
FR,FR,71,Heat,0.0,Import
FR,NO,71,Heat,0.0,Import
FR,DK,71,Heat,0.0,Import
FR,UK,71,Heat,0.0,Import
NO,DE,71,Heat,0.0,Import
NO,FR,71,Heat,0.0,Import
NO,NO,71,Heat,0.0,Import
NO,DK,71,Heat,0.0,Import
NO,UK,71,Heat,0.0,Import
DK,DE,71,Heat,0.0,Import
DK,FR,71,Heat,0.0,Import
DK,NO,71,Heat,0.0,Import
DK,DK,71,Heat,0.0,Import
DK,UK,71,Heat,0.0,Import
UK,DE,71,Heat,0.0,Import
UK,FR,71,Heat,0.0,Import
UK,NO,71,Heat,0.0,Import
UK,DK,71,Heat,0.0,Import
UK,UK,71,Heat,0.0,Import
DE,DE,72,Heat,0.0,Import
DE,FR,72,Heat,0.0,Import
DE,NO,72,Heat,0.0,Import
DE,DK,72,Heat,0.0,Import
DE,UK,72,Heat,0.0,Import
FR,DE,72,Heat,0.0,Import
FR,FR,72,Heat,0.0,Import
FR,NO,72,Heat,0.0,Import
FR,DK,72,Heat,0.0,Import
FR,UK,72,Heat,0.0,Import
NO,DE,72,Heat,0.0,Import
NO,FR,72,Heat,0.0,Import
NO,NO,72,Heat,0.0,Import
NO,DK,72,Heat,0.0,Import
NO,UK,72,Heat,0.0,Import
DK,DE,72,Heat,0.0,Import
DK,FR,72,Heat,0.0,Import
DK,NO,72,Heat,0.0,Import
DK,DK,72,Heat,0.0,Import
DK,UK,72,Heat,0.0,Import
UK,DE,72,Heat,0.0,Import
UK,FR,72,Heat,0.0,Import
UK,NO,72,Heat,0.0,Import
UK,DK,72,Heat,0.0,Import
UK,UK,72,Heat,0.0,Import
DE,DE,73,Heat,0.0,Import
DE,FR,73,Heat,0.0,Import
DE,NO,73,Heat,0.0,Import
DE,DK,73,Heat,0.0,Import
DE,UK,73,Heat,0.0,Import
FR,DE,73,Heat,0.0,Import
FR,FR,73,Heat,0.0,Import
FR,NO,73,Heat,0.0,Import
FR,DK,73,Heat,0.0,Import
FR,UK,73,Heat,0.0,Import
NO,DE,73,Heat,0.0,Import
NO,FR,73,Heat,0.0,Import
NO,NO,73,Heat,0.0,Import
NO,DK,73,Heat,0.0,Import
NO,UK,73,Heat,0.0,Import
DK,DE,73,Heat,0.0,Import
DK,FR,73,Heat,0.0,Import
DK,NO,73,Heat,0.0,Import
DK,DK,73,Heat,0.0,Import
DK,UK,73,Heat,0.0,Import
UK,DE,73,Heat,0.0,Import
UK,FR,73,Heat,0.0,Import
UK,NO,73,Heat,0.0,Import
UK,DK,73,Heat,0.0,Import
UK,UK,73,Heat,0.0,Import
DE,DE,74,Heat,0.0,Import
DE,FR,74,Heat,0.0,Import
DE,NO,74,Heat,0.0,Import
DE,DK,74,Heat,0.0,Import
DE,UK,74,Heat,0.0,Import
FR,DE,74,Heat,0.0,Import
FR,FR,74,Heat,0.0,Import
FR,NO,74,Heat,0.0,Import
FR,DK,74,Heat,0.0,Import
FR,UK,74,Heat,0.0,Import
NO,DE,74,Heat,0.0,Import
NO,FR,74,Heat,0.0,Import
NO,NO,74,Heat,0.0,Import
NO,DK,74,Heat,0.0,Import
NO,UK,74,Heat,0.0,Import
DK,DE,74,Heat,-0.0,Import
DK,FR,74,Heat,-0.0,Import
DK,NO,74,Heat,-0.0,Import
DK,DK,74,Heat,0.0,Import
DK,UK,74,Heat,-0.0,Import
UK,DE,74,Heat,0.0,Import
UK,FR,74,Heat,0.0,Import
UK,NO,74,Heat,0.0,Import
UK,DK,74,Heat,0.0,Import
UK,UK,74,Heat,0.0,Import
DE,DE,75,Heat,0.0,Import
DE,FR,75,Heat,0.0,Import
DE,NO,75,Heat,-0.0,Import
DE,DK,75,Heat,0.0,Import
DE,UK,75,Heat,0.0,Import
FR,DE,75,Heat,-0.0,Import
FR,FR,75,Heat,0.0,Import
FR,NO,75,Heat,-0.0,Import
FR,DK,75,Heat,-0.0,Import
FR,UK,75,Heat,-0.0,Import
NO,DE,75,Heat,0.0,Import
NO,FR,75,Heat,0.0,Import
NO,NO,75,Heat,0.0,Import
NO,DK,75,Heat,0.0,Import
NO,UK,75,Heat,0.0,Import
DK,DE,75,Heat,0.0,Import
DK,FR,75,Heat,0.0,Import
DK,NO,75,Heat,-0.0,Import
DK,DK,75,Heat,0.0,Import
DK,UK,75,Heat,0.0,Import
UK,DE,75,Heat,0.0,Import
UK,FR,75,Heat,0.0,Import
UK,NO,75,Heat,-0.0,Import
UK,DK,75,Heat,-0.0,Import
UK,UK,75,Heat,0.0,Import
DE,DE,76,Heat,0.0,Import
DE,FR,76,Heat,0.0,Import
DE,NO,76,Heat,-0.0,Import
DE,DK,76,Heat,-0.0,Import
DE,UK,76,Heat,0.0,Import
FR,DE,76,Heat,-0.0,Import
FR,FR,76,Heat,0.0,Import
FR,NO,76,Heat,-0.0,Import
FR,DK,76,Heat,-0.0,Import
FR,UK,76,Heat,-0.0,Import
NO,DE,76,Heat,0.0,Import
NO,FR,76,Heat,0.0,Import
NO,NO,76,Heat,0.0,Import
NO,DK,76,Heat,0.0,Import
NO,UK,76,Heat,0.0,Import
DK,DE,76,Heat,0.0,Import
DK,FR,76,Heat,0.0,Import
DK,NO,76,Heat,0.0,Import
DK,DK,76,Heat,0.0,Import
DK,UK,76,Heat,0.0,Import
UK,DE,76,Heat,0.0,Import
UK,FR,76,Heat,0.0,Import
UK,NO,76,Heat,-0.0,Import
UK,DK,76,Heat,-0.0,Import
UK,UK,76,Heat,0.0,Import
DE,DE,77,Heat,0.0,Import
DE,FR,77,Heat,0.0,Import
DE,NO,77,Heat,-0.0,Import
DE,DK,77,Heat,-0.0,Import
DE,UK,77,Heat,0.0,Import
FR,DE,77,Heat,-0.0,Import
FR,FR,77,Heat,0.0,Import
FR,NO,77,Heat,-0.0,Import
FR,DK,77,Heat,-0.0,Import
FR,UK,77,Heat,-0.0,Import
