Region,Storage,Hour,Fuel,Value
FR,PHS,77,Power,576.5535502905286
FR,PHS,78,Power,584.9769967402381
FR,PHS,79,Power,593.3920197434978
FR,PHS,80,Power,601.7986277237543
FR,PHS,81,Power,610.1968290960306
FR,PHS,82,Power,618.5866322669345
FR,PHS,83,Power,617.9680456346676
FR,PHS,84,Power,617.3500775890329
FR,PHS,85,Power,616.732727511444
FR,PHS,86,Power,616.1159947839325
FR,PHS,87,Power,615.4998787891485
FR,PHS,88,Power,614.8843789103594
FR,PHS,89,Power,614.269494531449
FR,PHS,90,Power,613.6552250369176
FR,PHS,91,Power,613.0415698118807
FR,PHS,92,Power,612.4285282420688
FR,PHS,93,Power,611.8160997138267
FR,PHS,94,Power,611.2042836141129
FR,PHS,95,Power,610.5930793304988
FR,PHS,96,Power,609.9824862511682
FR,PHS,97,Power,609.372503764917
FR,PHS,98,Power,608.7631312611521
FR,PHS,99,Power,608.1543681298909
FR,PHS,100,Power,607.546213761761
FR,PHS,101,Power,606.9386675479992
FR,PHS,102,Power,606.3317288804512
FR,PHS,103,Power,610.2923843192551
FR,PHS,104,Power,609.6820919349358
FR,PHS,105,Power,609.0724098430007
FR,PHS,106,Power,608.4633374331577
FR,PHS,107,Power,607.8548740957245
FR,PHS,108,Power,607.2470192216288
FR,PHS,109,Power,606.639772202407
FR,PHS,110,Power,606.0331324302045
FR,PHS,111,Power,605.4270992977744
FR,PHS,112,Power,604.8216721984764
FR,PHS,113,Power,604.216850526278
FR,PHS,114,Power,603.6126336757517
FR,PHS,115,Power,603.0090210420759
FR,PHS,116,Power,602.4060120210337
FR,PHS,117,Power,601.8036060090126
FR,PHS,118,Power,601.2018024030036
FR,PHS,119,Power,600.6006006006006
FR,PHS,120,Power,600.0
FR,H2Tank,1,H2,25.0
FR,H2Tank,2,H2,25.0
FR,H2Tank,3,H2,24.435243352280697
FR,H2Tank,4,H2,18.181895329755886
FR,H2Tank,5,H2,18.181895329755886
FR,H2Tank,6,H2,18.181895329755886
FR,H2Tank,7,H2,18.181895329755886
FR,H2Tank,8,H2,18.181895329755886
FR,H2Tank,9,H2,18.181895329755886
FR,H2Tank,10,H2,18.181895329755886
FR,H2Tank,11,H2,25.988507435089215
FR,H2Tank,12,H2,32.07324476842255
FR,H2Tank,13,H2,32.07324476842255
FR,H2Tank,14,H2,32.07324476842255
FR,H2Tank,15,H2,23.301314943861144
FR,H2Tank,16,H2,14.52938511929974
FR,H2Tank,17,H2,12.338660278597985
FR,H2Tank,18,H2,12.338660278597985
FR,H2Tank,19,H2,12.338660278597985
FR,H2Tank,20,H2,9.670253527369917
FR,H2Tank,21,H2,8.106189009122813
FR,H2Tank,22,H2,8.106189009122813
FR,H2Tank,23,H2,8.106189009122813
FR,H2Tank,24,H2,8.106189009122813
FR,H2Tank,25,H2,8.106189009122813
FR,H2Tank,26,H2,-0.0
FR,H2Tank,27,H2,0.0
FR,H2Tank,28,H2,4.555523929333335
FR,H2Tank,29,H2,13.837394676499997
FR,H2Tank,30,H2,23.11926542366667
FR,H2Tank,31,H2,32.40113617083333
FR,H2Tank,32,H2,41.683006918000004
FR,H2Tank,33,H2,42.678247667583335
FR,H2Tank,34,H2,47.24787330666667
FR,H2Tank,35,H2,50.0
FR,H2Tank,36,H2,50.0
FR,H2Tank,37,H2,46.716786084210526
FR,H2Tank,38,H2,37.94485625964912
FR,H2Tank,39,H2,29.172926435087717
FR,H2Tank,40,H2,20.400996610526313
FR,H2Tank,41,H2,11.629066785964909
FR,H2Tank,42,H2,2.857136961403505
FR,H2Tank,43,H2,0.7629705670175402
FR,H2Tank,44,H2,0.7629705670175402
FR,H2Tank,45,H2,0.7629705670175402
FR,H2Tank,46,H2,0.7629705670175402
FR,H2Tank,47,H2,0.7629705670175402
FR,H2Tank,48,H2,0.0
FR,H2Tank,49,H2,0.0
FR,H2Tank,50,H2,0.0
FR,H2Tank,51,H2,2.2255570991021147
FR,H2Tank,52,H2,11.507427846268786
FR,H2Tank,53,H2,20.789298593435458
FR,H2Tank,54,H2,30.07116934060213
FR,H2Tank,55,H2,39.353040087768804
FR,H2Tank,56,H2,42.89058730556455
FR,H2Tank,57,H2,50.0
FR,H2Tank,58,H2,50.0
FR,H2Tank,59,H2,50.0
FR,H2Tank,60,H2,50.0
FR,H2Tank,61,H2,43.4626306
FR,H2Tank,62,H2,35.61705314238425
FR,H2Tank,63,H2,26.845123317822846
FR,H2Tank,64,H2,18.073193493261442
FR,H2Tank,65,H2,9.301263668700038
FR,H2Tank,66,H2,0.5293338441386339
FR,H2Tank,67,H2,0.514509047296535
FR,H2Tank,68,H2,0.0
FR,H2Tank,69,H2,0.0
FR,H2Tank,70,H2,0.0
FR,H2Tank,71,H2,-0.0
FR,H2Tank,72,H2,-0.0
FR,H2Tank,73,H2,0.0
FR,H2Tank,74,H2,0.0
FR,H2Tank,75,H2,5.202337210018781
FR,H2Tank,76,H2,14.484207957185452
FR,H2Tank,77,H2,23.766078704352125
FR,H2Tank,78,H2,33.0479494515188
FR,H2Tank,79,H2,42.32982019868546
FR,H2Tank,80,H2,50.0
FR,H2Tank,81,H2,50.0
FR,H2Tank,82,H2,50.0
FR,H2Tank,83,H2,50.0
FR,H2Tank,84,H2,42.067443436842105
FR,H2Tank,85,H2,39.97000225895307
FR,H2Tank,86,H2,36.521806532637285
FR,H2Tank,87,H2,36.521806532637285
FR,H2Tank,88,H2,36.521806532637285
FR,H2Tank,89,H2,27.74987670807588
FR,H2Tank,90,H2,27.74987670807588
FR,H2Tank,91,H2,27.74987670807588
FR,H2Tank,92,H2,24.89645930028921
FR,H2Tank,93,H2,24.89645930028921
FR,H2Tank,94,H2,24.89645930028921
FR,H2Tank,95,H2,24.89645930028921
FR,H2Tank,96,H2,24.89645930028921
FR,H2Tank,97,H2,24.89645930028921
FR,H2Tank,98,H2,24.89645930028921
FR,H2Tank,99,H2,29.618912816872538
FR,H2Tank,100,H2,29.618912816872538
FR,H2Tank,101,H2,30.287997457455866
FR,H2Tank,102,H2,33.65124154253919
FR,H2Tank,103,H2,42.93311228970586
FR,H2Tank,104,H2,50.0
FR,H2Tank,105,H2,50.0
FR,H2Tank,106,H2,50.0
FR,H2Tank,107,H2,50.0
FR,H2Tank,108,H2,50.0
FR,H2Tank,109,H2,50.0
FR,H2Tank,110,H2,48.09412489964913
FR,H2Tank,111,H2,40.61060668526317
FR,H2Tank,112,H2,35.66260790245616
FR,H2Tank,113,H2,28.152249109122803
FR,H2Tank,114,H2,25.0
FR,H2Tank,115,H2,25.0
FR,H2Tank,116,H2,25.0
FR,H2Tank,117,H2,25.0
FR,H2Tank,118,H2,25.0
FR,H2Tank,119,H2,25.0
FR,H2Tank,120,H2,25.0
NO,Battery,1,Power,-0.0
NO,Battery,2,Power,-0.0
NO,Battery,3,Power,-0.0
NO,Battery,4,Power,-0.0
NO,Battery,5,Power,0.0
NO,Battery,6,Power,-0.0
